dataset,problem,n,m,nnz_a,nnz_p,clarabel_1e-4,clarabel_1e-6,cuopt_1e-4,cuopt_1e-5,cuopt_1e-6,highs_1e-4,highs_1e-6,osqp_1e-4,osqp_1e-5,osqp_1e-6,pdlp_1e-4,pdlp_1e-5,pdlp_1e-6,piqp_1e-4,piqp_1e-6,qtqp_cudss_1e-4,qtqp_cudss_1e-6,qtqp_cudss_1e-8,qtqp_mkl_1e-4,qtqp_mkl_1e-6,qtqp_mkl_1e-8,scs_cpu_1e-4,scs_cpu_1e-5,scs_cpu_1e-6,scs_cudss_1e-4,scs_cudss_1e-5,scs_cudss_1e-6,clarabel_1e-4_status,clarabel_1e-6_status,cuopt_1e-4_status,cuopt_1e-5_status,cuopt_1e-6_status,highs_1e-4_status,highs_1e-6_status,osqp_1e-4_status,osqp_1e-5_status,osqp_1e-6_status,pdlp_1e-4_status,pdlp_1e-5_status,pdlp_1e-6_status,piqp_1e-4_status,piqp_1e-6_status,qtqp_cudss_1e-4_status,qtqp_cudss_1e-6_status,qtqp_cudss_1e-8_status,qtqp_mkl_1e-4_status,qtqp_mkl_1e-6_status,qtqp_mkl_1e-8_status,scs_cpu_1e-4_status,scs_cpu_1e-5_status,scs_cpu_1e-6_status,scs_cudss_1e-4_status,scs_cudss_1e-5_status,scs_cudss_1e-6_status
miplib_relax,tbfp-network,72747.0,75183.0,288584.0,0.0,2.18,3.11,0.82,1.27,1.08,66.22,18.39,11.05,24.18,300.01,10.76,18.96,72.49,1.33,1.34,5.1,4.56,3.81,3.82,4.19,6.74,4.32,4.44,5.64,4.68,3.43,3.94,optimal,optimal,optimal_inaccurate,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,time_limit,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,thor50dday,106261.0,159621.0,318321.0,0.0,2.17,2.8,0.54,0.87,0.56,0.57,0.63,44.75,46.72,79.99,31.04,35.36,60.35,0.96,0.94,7.02,6.2,4.57,5.55,6.46,10.9,9.94,11.06,12.27,9.98,6.52,6.93,optimal,optimal,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,timtab1,397.0,568.0,1226.0,0.0,0.0,0.01,0.34,0.49,0.31,0.01,0.01,0.02,7.82,7.29,0.02,0.03,0.03,0.0,0.0,1.65,1.7,0.96,0.05,0.05,0.06,0.03,0.03,0.03,0.6,0.42,0.39,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,max_iter_reached,max_iter_reached,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,toll-like,2883.0,7291.0,16107.0,0.0,0.03,0.04,0.39,0.54,0.39,0.04,0.04,0.02,0.02,0.02,0.06,0.07,0.09,0.02,0.02,,,,,,,0.09,0.08,0.12,0.59,0.38,0.42,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,,,,,,,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,tr12-30,1080.0,1830.0,3588.0,0.0,0.01,0.01,0.53,0.75,0.55,0.01,0.01,0.03,0.03,0.03,0.01,0.01,0.02,0.01,0.01,1.62,1.58,1.0,0.06,0.06,0.08,0.04,0.02,0.03,0.53,0.31,0.34,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,traininstance2,12890.0,28493.0,54421.0,0.0,0.22,0.27,0.39,0.57,0.41,0.11,0.1,300.0,300.0,300.0,300.03,300.04,300.04,0.15,0.15,2.86,6.35,34.8,1.56,3.36,39.36,59.09,300.45,300.15,300.88,300.42,300.42,optimal,optimal,optimal,optimal,optimal,optimal,optimal,time_limit,time_limit,time_limit,time_limit,time_limit,time_limit,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,traininstance6,10218.0,22527.0,43003.0,0.0,0.16,0.21,0.58,0.75,0.54,0.08,0.08,300.0,300.0,300.0,69.35,300.03,300.04,0.11,0.12,2.12,4.48,22.48,0.67,8.99,6.96,130.72,103.08,130.77,37.54,38.16,114.41,optimal,optimal,optimal,optimal,optimal,optimal,optimal,time_limit,time_limit,time_limit,optimal,time_limit,time_limit,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,trento1,7687.0,8952.0,101258.0,0.0,11.17,12.15,1.47,1.79,1.49,2.41,2.72,300.0,300.0,300.0,1.32,14.91,73.85,6.27,6.54,2.32,2.43,1.97,1.55,2.36,3.23,1.6,1.28,3.48,1.92,1.7,26.66,optimal,optimal,optimal,optimal,optimal,optimal,optimal,time_limit,time_limit,time_limit,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,triptim1,30055.0,45761.0,545491.0,0.0,199.67,204.96,2.06,2.59,2.16,113.73,87.99,300.02,300.03,304.79,300.07,300.08,300.08,390.0,390.0,6.23,5.86,6.52,20.6,24.49,33.71,32.55,30.47,301.16,12.81,40.05,301.2,optimal,optimal,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,optimal,optimal,time_limit,time_limit,time_limit,time_limit,time_limit,time_limit,time_limit,time_limit,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal_inaccurate,optimal,optimal,optimal
miplib_relax,uccase12,62529.0,183690.0,481976.0,0.0,2.56,3.67,0.73,1.05,1.94,2.08,1.82,43.0,300.01,300.02,118.11,153.96,300.27,2.98,2.99,4.9,5.24,5.29,4.94,6.62,12.02,22.77,15.15,23.73,23.6,11.45,13.02,optimal,optimal,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,optimal,optimal,optimal,optimal,time_limit,optimal,optimal,time_limit,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,uccase9,33242.0,82807.0,365558.0,0.0,42.33,57.04,0.8,1.3,1.26,16.15,7.27,93.84,250.57,300.01,26.04,51.99,185.81,3.64,3.75,4.36,3.8,4.37,4.88,6.0,11.33,9.3,9.86,44.65,7.23,6.71,19.16,optimal,optimal,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,optimal,optimal,optimal,optimal,time_limit,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,uct-subprob,2256.0,4229.0,12403.0,0.0,0.04,0.06,0.35,0.51,0.36,0.09,0.1,0.05,0.07,0.11,0.07,0.13,0.14,0.03,0.03,1.88,1.7,1.15,0.21,0.19,0.27,0.18,0.14,0.18,0.71,0.46,0.52,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,unitcal_7,25755.0,74694.0,153350.0,0.0,30.45,47.53,1.24,1.74,1.25,0.61,0.57,300.01,300.01,300.01,30.59,41.71,100.83,2.47,2.57,3.32,3.32,3.51,2.01,2.98,5.57,5.31,4.8,8.6,5.14,4.06,5.77,optimal,optimal,optimal_inaccurate,optimal,optimal_inaccurate,optimal,optimal,time_limit,time_limit,time_limit,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,var-smallemery-m6j6,5608.0,19023.0,856228.0,0.0,29.88,33.24,1.0,1.35,1.02,1.0,1.0,63.29,118.44,300.01,300.09,300.07,300.09,3.35,3.34,3.01,2.94,2.35,3.49,4.01,5.95,22.85,15.86,35.58,6.51,9.84,127.88,optimal,optimal,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal,time_limit,time_limit,time_limit,time_limit,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
miplib_relax,wachplan,3361.0,4914.0,92722.0,0.0,1.87,2.08,0.43,0.67,0.46,0.12,0.23,0.4,0.44,0.66,0.21,0.21,0.25,2.22,2.37,1.93,1.87,1.24,0.57,0.54,0.62,0.3,0.25,0.3,0.74,0.46,0.47,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
mittelmann,qap15,22275.0,28605.0,117225.0,0.0,13.21,17.8,,,1.0,300.01,300.01,84.16,,178.67,1.61,,9.2,139.98,164.1,,,,,,,39.71,,55.17,6.81,,7.31,optimal,optimal,worker_error,,optimal_inaccurate,time_limit,time_limit,optimal,,optimal,optimal,,optimal,optimal,optimal,,,,,,,optimal,,optimal,optimal,,optimal
netlib,25fv47,1571.0,2392.0,11971.0,0.0,0.07,0.09,0.6,0.68,0.47,0.15,0.2,0.78,2.71,107.71,0.45,0.95,5.62,0.07,0.07,1.37,10.88,1.86,0.19,0.2,0.2,0.3,2.02,0.42,1.5,0.71,7.11,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,max_iter_reached,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
netlib,80bau3b,9799.0,12061.0,30801.0,0.0,0.2,0.25,0.89,1.09,0.85,0.18,0.21,114.98,116.21,187.05,1.13,8.8,11.09,0.22,0.22,1.67,2.51,2.56,0.57,0.71,0.75,0.49,0.62,0.75,1.18,0.81,2.57,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,max_iter_reached,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
netlib,adlittle,97.0,153.0,480.0,0.0,0.0,0.0,0.29,0.42,0.28,0.01,0.01,0.01,0.03,2.03,0.01,0.02,0.08,0.0,0.0,1.23,7.67,1.5,0.03,0.04,0.03,0.02,0.02,0.02,0.57,0.35,0.91,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,max_iter_reached,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
netlib,afiro,32.0,59.0,115.0,0.0,0.0,0.0,0.29,0.43,0.3,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,1.91,1.54,0.02,0.03,0.02,0.0,0.0,0.0,0.47,0.3,0.81,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal
netlib,agg,163.0,651.0,2573.0,0.0,0.01,0.01,0.38,0.5,0.32,0.01,0.01,15.14,15.6,12.03,0.22,0.91,4.21,0.01,0.01,1.29,7.76,1.84,0.06,0.07,0.08,2.21,2.14,2.19,11.92,10.46,13.06,optimal,optimal,optimal,optimal,optimal,optimal,optimal,max_iter_reached,max_iter_reached,max_iter_reached,optimal,optimal,optimal,optimal,optimal,optimal_inaccurate,optimal,optimal,optimal_inaccurate,optimal,optimal,dual_infeasible,dual_infeasible,dual_infeasible,dual_infeasible,dual_infeasible,dual_infeasible
netlib,agg2,302.0,818.0,4586.0,0.0,0.03,0.03,0.53,0.6,0.48,0.01,0.02,1.03,1.11,0.94,0.16,0.21,0.22,0.02,0.02,1.29,1.8,1.77,0.08,0.1,0.09,0.17,0.54,0.53,1.23,2.81,4.37,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal_inaccurate,optimal,optimal,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
netlib,agg3,302.0,818.0,4602.0,0.0,0.03,0.03,0.45,0.55,0.43,0.01,0.02,0.62,0.69,0.68,0.15,0.18,0.19,0.02,0.02,1.29,1.8,1.71,0.07,0.09,0.09,0.23,0.23,0.23,1.04,9.73,1.92,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal_inaccurate,optimal,optimal,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
netlib,bandm,472.0,777.0,2966.0,0.0,0.01,0.01,0.41,0.54,0.37,0.01,0.02,0.11,4.44,14.15,0.37,0.82,1.14,0.01,0.01,1.28,1.84,1.82,0.05,0.05,0.06,0.06,0.07,0.08,0.68,0.5,1.17,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,max_iter_reached,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
netlib,beaconfd,262.0,435.0,3637.0,0.0,0.01,0.01,0.42,0.51,0.41,0.01,0.01,0.01,0.02,0.03,0.18,0.2,0.22,0.0,0.0,1.14,1.74,1.78,0.04,0.05,0.05,0.02,0.03,0.03,0.54,0.33,0.94,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
netlib,blend,83.0,157.0,574.0,0.0,0.0,0.0,0.32,0.43,0.31,0.01,0.01,0.1,3.27,2.64,0.01,0.01,0.01,0.0,0.0,1.24,1.64,1.73,0.03,0.03,0.03,0.01,0.01,0.01,0.52,0.3,0.81,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,max_iter_reached,max_iter_reached,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
netlib,bnl1,1175.0,1818.0,6296.0,0.0,0.05,0.07,0.42,0.53,0.36,0.04,0.04,13.65,47.27,34.6,300.01,300.01,300.01,0.02,0.02,1.4,2.34,2.26,0.13,0.26,0.31,0.37,4.07,8.22,1.37,12.7,24.34,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,max_iter_reached,max_iter_reached,time_limit,time_limit,time_limit,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
netlib,bnl2,3489.0,5813.0,17488.0,0.0,1.22,1.43,0.53,0.69,0.48,0.07,0.09,41.38,42.14,97.02,9.97,73.32,300.01,1.39,1.11,1.64,2.49,2.14,0.42,0.48,0.53,0.94,1.45,1.92,1.97,2.1,4.25,optimal,optimal,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal,optimal,time_limit,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
netlib,boeing1,384.0,735.0,3869.0,0.0,0.01,0.02,0.35,0.46,0.32,0.02,0.02,0.91,1.07,8.48,0.11,0.35,0.51,0.01,0.01,1.3,1.76,1.56,0.06,0.07,0.07,0.15,0.16,0.17,1.12,0.87,3.13,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
netlib,boeing2,143.0,309.0,1339.0,0.0,0.0,0.0,0.31,0.41,0.3,0.01,0.01,0.31,0.39,5.75,0.04,0.06,0.07,0.0,0.0,1.28,1.86,1.58,0.05,0.05,0.05,0.08,0.1,0.12,0.75,0.6,5.25,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,max_iter_reached,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal_inaccurate,optimal,optimal
netlib,bore3d,315.0,548.0,1744.0,0.0,0.01,0.01,0.42,0.49,0.38,0.01,0.01,0.91,2.24,8.75,4.45,5.22,5.72,0.0,0.01,1.25,1.84,1.71,0.06,0.07,0.07,0.05,0.05,0.05,0.83,0.48,1.04,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,max_iter_reached,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
netlib,brandy,249.0,469.0,2397.0,0.0,0.01,0.01,0.35,0.49,0.36,0.01,0.02,0.15,0.45,1.5,0.12,0.17,0.2,0.0,0.0,1.21,1.71,1.58,0.05,0.05,0.06,0.06,0.32,29.21,1.14,1.56,202.17,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
netlib,capri,353.0,610.0,2106.0,0.0,0.01,0.01,0.41,0.58,0.39,0.01,0.01,0.87,4.27,12.27,4.41,5.66,10.8,0.01,0.01,1.31,2.01,1.73,0.08,0.1,0.1,0.03,0.25,0.29,0.62,3.98,2.43,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,max_iter_reached,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
netlib,cycle,2857.0,4753.0,23570.0,0.0,0.16,0.21,0.43,0.61,0.42,0.17,0.17,6.49,23.28,50.32,3.92,6.74,8.48,1.61,1.63,1.42,2.02,1.93,0.26,0.35,0.36,0.51,0.59,0.78,1.22,1.43,1.93,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
netlib,czprob,3523.0,4452.0,14192.0,0.0,0.05,0.05,0.4,0.49,0.37,0.04,0.05,71.63,71.9,54.72,0.62,2.29,11.62,0.04,0.04,1.28,1.92,1.8,0.16,0.19,0.22,0.54,0.6,95.12,1.22,2.0,300.52,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,max_iter_reached,max_iter_reached,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal_inaccurate
netlib,d2q06c,5167.0,7338.0,37584.0,0.0,3.06,3.68,0.88,1.2,0.9,0.91,0.95,300.0,300.0,300.0,15.56,69.98,88.78,0.42,0.44,1.59,2.33,2.19,0.46,0.64,0.69,1.18,2.68,2.93,2.15,1.85,3.25,optimal,optimal,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,optimal,optimal,optimal,time_limit,time_limit,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
netlib,d6cube,6184.0,6599.0,43888.0,0.0,0.22,0.24,0.35,0.48,0.36,0.15,0.19,34.15,36.21,32.39,4.9,7.0,8.24,0.17,0.17,1.38,2.07,1.89,0.28,0.43,0.45,0.49,3.99,4.62,1.4,4.57,7.01,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
netlib,degen2,534.0,978.0,4512.0,0.0,0.02,0.02,0.34,0.51,0.36,0.02,0.03,0.02,0.08,0.1,0.04,0.08,0.11,0.01,0.01,1.22,1.66,1.57,0.07,0.07,0.08,0.06,0.06,0.07,0.72,0.45,0.68,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
netlib,degen3,1818.0,3321.0,26464.0,0.0,0.7,0.75,0.43,0.59,0.43,0.2,0.23,0.19,0.78,217.77,0.44,1.3,2.14,0.16,0.16,1.37,1.83,1.66,0.23,0.28,0.31,0.32,0.32,0.32,0.84,0.63,0.9,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,max_iter_reached,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
netlib,dfl001,12230.0,18301.0,47862.0,0.0,0.46,0.47,0.7,1.56,1.57,6.64,6.83,52.34,56.95,52.95,5.37,7.13,17.9,28.7,28.53,2.1,2.85,4.23,5.37,6.46,8.99,4.08,5.97,17.65,2.45,3.4,14.3,dual_infeasible,dual_infeasible,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
netlib,e226,282.0,505.0,2860.0,0.0,0.01,0.01,0.45,0.55,0.35,0.01,0.02,0.22,0.33,12.26,0.19,0.73,0.78,0.01,0.01,1.27,2.05,1.71,0.05,0.08,0.06,0.03,0.03,0.04,0.62,0.43,0.64,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,max_iter_reached,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
netlib,etamacro,688.0,1088.0,3097.0,0.0,0.03,0.03,0.33,0.52,0.35,0.02,0.02,3.68,3.75,2.96,0.15,0.21,1.9,0.02,0.03,1.38,1.85,1.95,0.09,0.11,0.16,0.07,0.09,0.09,0.64,0.62,0.75,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
netlib,fffff800,854.0,1378.0,7081.0,0.0,0.06,0.06,0.37,0.52,0.35,0.02,0.03,52.63,55.59,41.48,26.56,30.15,36.53,0.04,0.05,1.32,2.01,2.21,0.12,0.17,0.24,0.22,0.71,9.63,3.12,17.66,18.27,optimal_inaccurate,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,max_iter_reached,max_iter_reached,max_iter_reached,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
netlib,finnis,614.0,1111.0,2924.0,0.0,0.01,0.02,0.35,0.53,0.32,0.01,0.02,21.97,22.22,17.27,0.22,0.41,0.78,0.06,0.06,1.36,1.9,1.75,0.08,0.11,0.12,0.06,0.08,0.11,0.72,0.5,0.79,optimal,optimal,optimal,optimal,optimal,optimal,optimal,max_iter_reached,max_iter_reached,max_iter_reached,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
netlib,fit1d,1026.0,1050.0,14430.0,0.0,0.03,0.03,0.31,0.47,0.32,0.02,0.03,0.04,0.2,1.43,0.44,0.99,1.15,0.01,0.02,1.21,1.87,1.65,0.08,0.1,0.12,0.04,0.06,0.08,0.51,0.34,0.6,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
netlib,fit1p,1677.0,2304.0,11545.0,0.0,0.03,0.03,0.36,0.48,0.33,0.05,0.06,0.18,1.27,30.34,1.73,3.24,13.6,0.02,0.02,1.36,1.85,1.67,0.14,0.15,0.16,0.12,0.13,0.16,0.82,0.45,0.77,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,max_iter_reached,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
netlib,fit2d,10500.0,10525.0,139518.0,0.0,0.27,0.3,0.36,0.53,0.34,0.2,0.27,1.54,6.23,6.39,5.5,13.13,27.54,0.18,0.2,1.68,2.07,2.11,0.75,0.83,0.83,0.44,0.54,0.8,0.99,0.6,1.14,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
netlib,fit2p,13525.0,16525.0,63809.0,0.0,0.22,0.25,0.53,0.93,0.95,1.09,1.29,0.19,1.75,2.58,4.21,20.75,26.53,0.12,0.12,1.7,2.46,2.21,0.77,1.0,0.94,1.6,1.89,2.46,1.73,1.68,3.28,optimal,optimal,optimal_inaccurate,optimal_inaccurate,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
netlib,forplan,421.0,582.0,4984.0,0.0,0.02,0.02,0.36,0.56,0.36,0.01,0.01,1.44,1.49,6.38,2.81,7.52,11.19,217.57,159.43,1.34,2.1,1.85,0.07,0.12,0.13,7.28,15.21,44.92,15.49,16.16,224.66,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,max_iter_reached,max_iter_reached,optimal_inaccurate,optimal,optimal,optimal_inaccurate,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
netlib,ganges,1681.0,2990.0,8593.0,0.0,0.03,0.04,0.35,0.52,0.29,0.02,0.03,8.33,15.51,11.75,0.16,20.86,21.75,0.02,0.02,1.22,1.95,1.83,0.1,0.11,0.19,0.11,0.11,0.13,0.79,0.48,0.74,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,primal_infeasible,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
netlib,gfrd-pnc,1092.0,1708.0,3469.0,0.0,0.01,0.01,0.82,0.96,0.77,0.01,0.02,19.7,24.77,18.96,0.86,1.81,6.19,0.01,0.0,1.32,1.92,1.64,0.06,0.09,0.08,0.07,0.07,0.08,0.74,0.4,0.71,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,max_iter_reached,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal,optimal
netlib,greenbea,5405.0,7797.0,36282.0,0.0,3.4,3.39,0.48,0.58,0.47,0.28,0.3,300.0,300.0,284.97,300.01,300.02,300.02,390.0,390.0,1.38,2.4,3.53,0.38,0.68,2.08,3.68,56.0,300.11,5.97,54.53,300.56,optimal,optimal,optimal,optimal,optimal,optimal,optimal,time_limit,time_limit,max_iter_reached,time_limit,time_limit,time_limit,time_limit,time_limit,optimal_inaccurate,optimal,optimal,optimal_inaccurate,optimal,optimal,optimal_inaccurate,optimal,optimal,optimal_inaccurate,optimal,optimal
